Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price
2020 Kia Telluride EX,21874,4.7,174,Used,1000,44108
2018 Land Rover Range Rover Velar P250 SE R-Dynamic,35244,2.5,3948,Used,1259,54995
2020 Nissan Rogue S,49589,4,676,Used,6732,25495
2020 Lincoln Corsair Standard,10323,4.8,118,Used,308,10795
2014 Mercedes-Benz E-Class E 350 4MATIC,14514,4.7,156,Used,9000,17990
2020 Ford Escape SEL,66914,4.6,647,Used,410,28961
2018 Cadillac XT5 Luxury,17137,4.3,46,Cadillac Certified,1312,35494
2019 Volvo XC60 T6 Momentum,34693,4.7,2052,Used,790,41985
2015 Lexus NX 200t Base,14099,4.5,122,Used,111,25999
2021 BMW X5 xDrive40i,87587,4.7,848,Used,400,66988
2022 Tesla Model Y Performance,14672,4.5,386,Used,1600,75387
2011 MINI Cooper Countryman Base,19443,4.7,0,Used,5701,9373
2021 Ford F-150 Lariat,140337,4.3,209,Used,1000,64990
2021 GMC Yukon Denali,15349,4.1,2181,Used,499,83495
2019 Audi Q8 3.0T Premium Plus,19336,4.6,4376,Used,700,72560
2020 Lexus RX 350 F Sport,17759,4.1,145,Used,1150,51995
2020 BMW 750 i xDrive,10081,4.3,610,BMW Certified,2000,76900
2018 BMW X2 sDrive28i,19725,4.7,530,Used,1000,27198
2020 Nissan Pathfinder SL,33624,4.7,210,Used,3480,29000
2018 Audi Q7 2.0T Premium Plus,47144,4.7,6,Used,2001,42991
2021 Toyota Camry XSE,13981,4.6,506,Used,105,36600
2021 Toyota Camry XSE,32489,4.6,506,Used,1000,36900
2019 Honda CR-V EX-L,32031,4.6,2258,Used,991,29995
2015 BMW X3 xDrive28i,Mileage,3.7,54,Used,1000,13899
2016 Ford Explorer Sport,71663,4,5,Used,500,25692
2020 Acura TLX A-Spec,96964,4.2,197,Used,1001,28200
2018 Porsche Macan ,39003,4.2,9082,Used,826,43990
2009 Mitsubishi Outlander XLS,30233,4.7,1080,Used,1000,4919
2016 Cadillac SRX Performance Collection,158282,4.3,273,Used,100,28293
2021 BMW X7 xDrive40i,13080,4.9,1831,Used,500,81950
2016 Honda Accord Touring,14925,5,3,Used,946,28998
2019 Honda CR-V EX-L,27243,4.6,1024,Used,2000,33000
2020 Nissan Pathfinder SV,23570,4.9,3615,Used,704,29999
2020 BMW X3 xDrive30i,12948,4.3,70,Used,700,41543
2014 INFINITI QX80 Base,50349,4.2,226,Used,500,26150
2020 Mercedes-Benz E-Class E 350,95308,4.7,926,Used,2989,44999
2020 Chrysler Pacifica Limited,30624,4.4,196,Used,1000,33999
2016 Toyota 4Runner Limited,49762,4.9,2984,Used,1000,38900
2018 BMW X1 xDrive28i,99510,4.4,734,Used,1200,31490
2015 Dodge Durango R/T,19137,4.7,136,Used,7003,29250
2019 BMW M850 i xDrive,86304,4.3,1341,Used,6900,77480
2019 Subaru Outback 2.5i Limited,34021,4.8,768,Used,210,32703
2021 GMC Sierra 1500 Denali,19552,4.4,189,Used,500,64999
2020 Nissan Rogue SL,11755,4.7,8421,Nissan Certified,998,32971
2018 GMC Yukon Denali,39569,4.6,1599,Used,1110,43500
2004 Volvo XC90 ,83507,3.8,96,Used,500,3595
2019 Honda CR-V EX-L,151715,4.7,768,Honda Certified,502,34804
2019 BMW X3 xDrive30i,19505,4.8,3,Used,1412,42998
2021 Tesla Model Y Long Range,16081,4.7,506,Used,200,70994
2020 Tesla Model 3 Performance,33795,4.6,135,Used,1000,59700
2011 Lexus LS 460 Base,46021,3.7,42,Used,400,17899
2017 BMW X5 xDrive35i,130602,4.8,1614,Used,1100,38480
2017 Mercedes-Benz E-Class E 300 4MATIC,44624,4.6,502,Used,1594,38606
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,14641,3.3,33,Used,2601,72000
2018 BMW X5 xDrive35i,10283,4.6,267,Used,1501,40000
2020 BMW X3 M40i,49428,4.7,1805,Used,500,51998
2021 Toyota Corolla LE,33776,4.6,630,Toyota Certified,200,24575
2020 Rolls-Royce Cullinan ,20451,4.7,148,Used,200,399995
2019 BMW 330 i,17020,4.7,1201,Used,100,36995
2013 Kia Soul +,17475,4.2,76,Used,500,9999
2019 Nissan Altima 2.5 SR,47786,4.3,187,Used,2636,27992
2010 Ford Mustang GT,25299,3.4,50,Used,100,13999
2019 Jeep Grand Cherokee Limited,74097,4.5,165,Used,2479,34987
2019 Mercedes-Benz GLC 300 4MATIC,30947,4.6,1112,Used,1998,37787
2019 Audi SQ5 3.0T Premium,14586,4.8,2081,Used,900,46991
2021 Mercedes-Benz GLS 450 4MATIC,16195,5,4,Used,4731,79981
2020 Mercedes-Benz AMG E 63 S 4MATIC,37432,4.5,615,Used,300,98999
2019 BMW 330 i,17457,4.5,2610,Used,2000,33000
2021 Tesla Model Y Long Range,Mileage,3.5,143,Used,1000,68950
2020 Mercedes-Benz GLE 350 Base 4MATIC,13810,4.8,1880,Mercedes-Benz Certified,498,61785
2019 Jeep Grand Cherokee SRT,16497,4.1,1854,Used,111,61887
2021 Toyota Prius L,38391,5,2,Used,179,25998
2020 Honda Pilot EX-L,40830,4.7,2343,Used,229,37699
2012 Bentley Continental Flying Spur Speed,18682,4.3,422,Used,1000,59995
2020 Mazda CX-9 Signature,37256,3.9,110,Used,3200,41408
2020 Mercedes-Benz GLE 350 Base 4MATIC,54296,4.6,2541,Used,200,53680
2021 Tesla Model Y Long Range,16378,4.7,118,Used,500,69707
2017 Subaru Forester 2.5i Premium,27599,3.9,95,Used,2000,13990
2021 BMW X3 xDrive30i,69278,1.8,12,Used,584,49998
2019 Land Rover Range Rover Sport HSE MHEV,15709,3,42,Used,2011,64750
2021 Acura TLX Technology,23207,4.3,130,Acura Certified,1001,42252
2020 Toyota Camry SE,17001,4.7,2892,Used,1076,26223
2020 Ford Edge SE,52244,4.7,3479,Used,400,29500
2018 Honda Accord LX,22601,4.8,154,Used,1002,22499
2022 Mercedes-Benz GLE 450 AWD 4MATIC,12989,4.7,1114,Mercedes-Benz Certified,953,92999
2019 Volvo XC60 T5 Momentum,2278,4.5,324,Used,222,38253
2020 Mercedes-Benz GLE 350 Base 4MATIC,38634,4.6,1129,Used,3043,54992
2021 GMC Sierra 1500 Denali,24440,4.5,392,Used,1090,61495
2015 Mercedes-Benz M-Class ML 350 4MATIC,16763,4.4,1577,Used,219,22998
2021 Ford F-150 Lariat,84230,4.7,1607,Ford Certified,665,64999
2019 BMW 330 i,18926,4.3,1341,Used,15000,34480
2013 Lexus ES 350 Base,42871,4.5,35,Used,200,23987
2019 Mercedes-Benz S-Class S 450 4MATIC,49499,2.9,42,Used,800,58622
2019 BMW 330 i xDrive,15045,4.9,3229,BMW Certified,639,39577
2020 Lincoln Corsair Standard,32160,4.8,1491,Used,1155,37995
2018 Honda Accord LX,19623,4.7,1311,Honda Certified,1000,23996
2020 Ford Transit-250 Base,26111,4.7,1365,Ford Certified,500,59567
2018 BMW X5 M Base,36957,3.4,484,Used,2812,62295
2019 Buick Encore Essence,42939,4.8,511,Used,700,24210
2020 RAM 1500 Laramie,13379,4.2,400,Used,1000,43914
2019 Volvo XC60 T5 Inscription,47911,4.5,324,Used,1000,41267
2021 Kia Seltos S,17105,4.6,460,Used,500,32501
2021 Honda Pilot Special Edition,13125,4.5,1428,Used,1000,39988
2019 Lincoln Nautilus Reserve,16676,4.8,665,Used,993,42999
2020 Jaguar I-PACE EV400 SE,13330,4.2,176,Used,989,69500
2019 Honda Odyssey EX-L,13573,4.9,304,Used,1000,37279
2019 BMW 430 Gran Coupe i xDrive,47427,4.5,364,Used,1000,29999
2020 Volkswagen Tiguan 2.0T SEL Premium R-Line,54650,4.8,1783,Used,100,38900
2019 Mazda CX-9 Touring,12739,4.6,566,Used,20000,33785
2018 Mercedes-Benz GLE 350 Base 4MATIC,24701,4.5,401,Used,423,37744
2021 Ford Edge ST,49312,4.8,432,Used,682,44995
2013 Mercedes-Benz S-Class S 550 4MATIC,12945,4.7,1354,Used,501,24057
2019 Land Rover Range Rover Sport 3.0L Supercharged HSE,82897,4.8,1337,Used,832,74777
2020 Lamborghini Urus Base,23709,4.6,74,Used,533,284000
2019 Honda CR-V EX-L,6613,4.8,1125,Honda Certified,935,32400
2015 Porsche Macan Turbo,36328,2,13,Used,744,40998
2018 Cadillac XT5 Luxury,85750,4.1,58,Cadillac Certified,884,31711
2017 Mercedes-Benz AMG C 43 Base,31369,4.8,585,Used,501,52800
2019 Mercedes-Benz GLC 300 Base 4MATIC,14164,4.8,3813,Mercedes-Benz Certified,100,39926
2019 Chevrolet Equinox Premier w/1LZ,19782,4.7,1685,Used,1000,29500
2021 Toyota 4Runner Limited,Mileage,4.5,2610,Used,193,48000
2013 BMW X5 xDrive35i,37896,4.6,612,Used,2393,18000
2020 BMW X3 xDrive30i,84992,4.1,51,Used,698,35117
2019 Land Rover Range Rover Velar P250 S,60922,4.3,160,Used,1400,52999
2020 Honda Accord Sport 1.5T,35293,4.6,4515,Used,2516,29294
2018 BMW M5 Base,19322,4.9,2994,Used,2041,81511
2017 RAM 1500 Laramie,40453,5,3,Used,1001,41998
2021 BMW M3 Competition,37392,4.8,1978,Used,501,89816
2020 Cadillac XT5 Premium Luxury,11359,4.6,685,Used,999,35793
2021 Tesla Model Y Long Range,49489,4.9,1831,Used,2500,71650
2018 BMW X3 M40i,13545,4.8,15,Used,1259,42900
2015 Audi Q7 3.0T S line Prestige,30135,4.4,556,Used,499,25500
2018 Audi Q5 2.0T Tech Premium,88817,4.6,555,Used,500,34999
2020 Jeep Grand Cherokee Limited,37994,4.6,1274,Used,2292,39540
2019 BMW X3 xDrive30i,21781,4.5,61,BMW Certified,1400,41900
2020 Nissan Rogue S,14805,4.8,1502,Used,1000,23972
2021 Tesla Model Y Long Range,19086,4.6,174,Used,6695,68712
2017 Toyota RAV4 Hybrid Limited,10667,4.7,603,Used,514,28899
2020 Honda Pilot EX-L,66067,4.7,1916,Used,700,37987
2020 Honda Pilot EX-L,17724,4.8,1147,Used,4000,38996
2020 Mercedes-Benz GLA 250 Base 4MATIC,18490,4.8,2800,Used,1999,35997
2018 Chevrolet Tahoe Premier,10968,4.8,1273,Used,445,38595
2019 Honda CR-V EX-L,75522,4.7,655,Honda Certified,300,30991
2019 BMW 330 i xDrive,17679,4.5,612,Used,844,53650
2021 Chevrolet Tahoe Z71,12042,4.5,665,Used,500,74492
2018 Ford Explorer Platinum,17458,4.4,1076,Used,2000,38000
2013 BMW 528 i xDrive,45487,4.3,422,Used,100,14995
2021 Toyota 4Runner Nightshade,69468,4.8,757,Used,1190,57998
2021 Tesla Model Y Performance,16130,4.8,1101,Used,3499,73605
2020 Lexus ES 350 Base,14480,4.8,1273,Used,1359,39595
2019 Ford Transit-350 XLT,11544,4.4,453,Used,992,65988
2018 Mercedes-Benz GLC 300 Base 4MATIC,42032,4.7,196,Used,887,31992
2019 Lincoln Navigator L Black Label,49778,5,3,Used,500,78391
2021 Chevrolet Suburban LT,28205,2.3,0,Used,401,66656
2019 BMW X3 xDrive30i,Mileage,3.3,16,Used,4000,41998
2022 Mercedes-Benz GLE 350 Base 4MATIC,15556,4.7,1939,Mercedes-Benz Certified,392,64220
2019 BMW 740 i,2809,4.3,1341,Used,244,46880
2020 Mazda MX-5 Miata RF Grand Touring,35197,4.2,9078,Used,500,35990
2018 Chevrolet Tahoe LT,10522,4.8,277,Used,109,44450
2006 Toyota Sequoia Limited,54145,4.4,2,Used,1000,3995
2011 Toyota Prius IV,258216,4.8,1056,Used,3098,10500
2019 Honda CR-V EX-L,166746,3.6,56,Used,250,33908
2011 GMC Yukon Denali,20963,3.9,35,Used,957,6500
2018 Tesla Model 3 Mid Range,192817,4.9,242,Used,889,47000
2020 Chevrolet Camaro 2SS,46289,4.8,574,Used,3274,49333
2018 Toyota RAV4 LE,37799,3.5,19,Toyota Certified,2150,28391
2012 Toyota Corolla S,17759,4.8,3813,Used,1000,6999
2019 Chevrolet Equinox Premier w/1LZ,162000,4.5,2604,Used,626,29897
2021 RAM 1500 Laramie,17464,4.5,1174,Used,234,48250
2020 Mercedes-Benz GLC 350e Base 4MATIC,17378,4.7,1680,Used,292,39900
2018 Volvo XC60 T6 Momentum,18405,4.8,492,Used,201,41968
2020 Honda CR-V EX-L,40750,3.4,12,Used,1999,33763
2017 INFINITI QX80 Base,35191,3.9,77,Used,314,43998
2019 Lexus RX 350 350,53126,4.7,6038,Used,200,48595
2021 Nissan Rogue SV,15042,4.8,1603,Used,2500,33413
2019 Lexus RX 350 350,14807,4.5,2181,Used,440,44503
2021 GMC Yukon AT4,15943,4.3,910,Used,1591,75995
2019 BMW i3 120Ah,48406,4.5,92,Used,1000,32850
2018 Chevrolet Silverado 1500 LTZ,18625,4.8,4552,Used,2000,38200
2019 Jeep Grand Cherokee Limited,33259,4.9,2318,Used,100,30000
2018 Toyota RAV4 LE,35422,4.6,1293,Toyota Certified,2328,28481
2020 Toyota Tundra SR5,48208,4.6,1129,Used,106,53587
2017 Mercedes-Benz GLS 450 Base 4MATIC,15972,4.8,1880,Used,980,33992
2020 Mercedes-Benz E-Class E 450 4MATIC,89699,4.9,1696,Mercedes-Benz Certified,400,60997
2020 Honda CR-V EX-L,19150,4,210,Used,2000,34599
2021 BMW 330 i,20915,4.9,2505,Used,500,43200
2020 BMW M340 i xDrive,13293,4.9,1515,Used,500,51209
2021 Ford F-150 Lariat,33550,4.2,104,Ford Certified,500,58117
2020 RAM 1500 Limited,16068,4.6,240,Used,544,57900
2021 GMC Yukon Denali,17528,4.9,63,Used,2000,84991
2020 Subaru Ascent Touring 7-Passenger,20068,4.5,383,Used,979,42910
2017 Chevrolet Tahoe LT,11995,4.6,1629,Used,1140,42498
2019 Audi Q8 3.0T Premium,49394,4.6,257,Used,217,67593
2020 GMC Sierra 1500 Denali,19346,4.9,11532,Used,400,66597
2019 Land Rover Range Rover 5.0L V8 Supercharged,18720,4.8,364,Used,500,95000
2015 Toyota Tacoma ,19888,4.9,630,Used,700,29927
2019 Volvo XC60 T6 Momentum,132530,4.7,1661,Volvo Certified,2255,42550
2020 Acura TLX Technology,22541,4.9,2056,Used,1000,33500
2019 BMW 330 i,18449,4.7,1358,Used,1500,32998
2021 Acura RDX Technology Package,22205,4.6,1250,Acura Certified,1300,42464
2020 Jeep Grand Cherokee Limited,21065,4.8,387,Used,1000,32995
2020 Toyota Tundra SR5,Mileage,4.5,477,Used,200,44388
2020 Ford Edge ST,15055,4.5,1314,Used,1000,39985
2019 Mercedes-Benz CLA 250 Base,19496,4.6,907,Mercedes-Benz Certified,500,28596
2010 Mazda Mazda3 i Touring,23652,3.8,90,Used,1000,9450
2019 BMW X5 xDrive40i,115001,4.5,348,BMW Certified,1291,56995
2020 BMW 330 i xDrive,22014,4.7,1669,Used,900,45950
2020 Ford F-150 Lariat,8769,4.4,312,Used,612,50990
2020 Jaguar F-PACE SVR,17889,4.7,118,Used,2022,77970
2017 GMC Terrain Denali,20214,3.9,42,Used,1631,26988
2020 Acura ILX Base,36390,4.5,2,Used,1150,29998
2020 Acura MDX 3.5L,26473,4.7,566,Used,869,38998
2020 GMC Acadia SLT,39908,4.5,170,Used,661,39897
2016 Toyota Tacoma TRD Pro,34090,4.4,333,Used,2623,33802
2016 Hyundai Elantra SE,74834,4.8,28,Used,1000,17070
2021 Tesla Model Y Long Range,71220,3,18,Used,400,77888
2020 RAM 1500 Laramie,34042,4.5,903,Used,1001,49749
2021 BMW 330 i,19363,4.8,4313,Used,600,39389
2020 Lexus NX 300 Base,24740,4.7,1358,Used,688,36921
2022 Mercedes-Benz GLC 300 Base 4MATIC,22104,4.6,908,Mercedes-Benz Certified,388,47969
2012 Jeep Liberty Sport Latitude,1897,3.8,65,Used,1090,12999
2019 Honda Civic Sport,80162,4.2,269,Used,1000,23800
2021 GMC Yukon Denali,22181,4.8,1475,Used,948,81353
2021 BMW X5 M Base,21314,4.4,3076,Used,4000,98921
2022 Chevrolet Blazer RS,24992,4.8,1475,Used,690,47622
2017 Honda Pilot Touring,14719,4.5,1042,Used,1434,36989
2021 Honda Pilot EX-L,15206,4.3,230,Used,1941,37560
2021 BMW X3 xDrive30i,49231,4.7,1422,Used,215,44991
2019 Audi Q5 2.0T Premium Plus,15235,4.4,431,Used,359,39591
2019 GMC Sierra 1500 Denali,37632,4.4,84,Used,2000,56994
2019 BMW 330 i xDrive,24435,4.4,15,Used,4180,38822
2022 Hyundai Palisade SEL,33552,4.1,46,Used,100,48887
2019 Honda CR-V EX-L,167,4.4,87,Honda Certified,299,32389
2020 Ford F-150 Raptor,17369,4.5,384,Used,558,71482
2021 GMC Yukon Denali,16805,4.5,1165,Used,2000,84500
2011 Chevrolet Equinox 2LT,24983,4.8,694,Used,2000,7995
2020 Acura MDX 3.5L,144444,4.7,4711,Used,2000,42377
2016 Toyota RAV4 Limited,15542,4.7,57,Used,300,27399
2020 INFINITI QX60 Luxe,41871,4.1,1854,Used,1600,35837
2019 Honda Odyssey EX-L,20788,4.8,1378,Used,597,37112
2019 GMC Acadia SLE-2,30342,4.9,3066,Used,500,29844
2019 Mercedes-Benz CLS 450 Base 4MATIC,10894,4.7,771,Used,597,58990
2020 Mercedes-Benz GLE 350 Base 4MATIC,40281,4.8,1220,Mercedes-Benz Certified,319,54724
2021 Audi Q3 45 S line Premium,52283,4.8,1790,Used,1000,40998
2020 Hyundai Sonata Limited,18001,2.9,11,Used,1000,34805
2021 Tesla Model Y Long Range,16840,4.4,24,Used,1500,69484
2021 Acura TLX A-Spec,18928,4.8,1476,Used,915,44995
2019 Nissan Murano Platinum,15269,4.3,749,Nissan Certified,2000,34235
2021 Honda Passport EX-L,31735,4.9,12787,Used,289,33390
2021 INFINITI Q50 3.0t SENSORY,22224,4.7,510,INFINITI Certified,800,41699
2020 BMW X3 sDrive30i,31373,4.5,929,BMW Certified,3500,36998
2019 Audi SQ5 Premium Plus,37181,4.6,238,Used,723,46347
2019 Honda Pilot EX-L,36683,4.6,386,Used,1495,36778
2015 Mercedes-Benz GLK-Class GLK 350 4MATIC,24273,4.8,718,Used,1000,26378
2021 Audi A5 2.0T Premium Plus,Mileage,4.6,1212,Used,2000,51777
2021 Audi A5 2.0T Premium Plus,13921,4.6,1212,Used,2000,50777
2010 Mercedes-Benz E-Class E 350,11546,5,98,Used,2000,16991
2020 Tesla Model Y Long Range,85810,4.5,90,Used,273,66995
2021 BMW X3 sDrive30i,20746,4.3,1341,Used,2882,44880
2021 Tesla Model 3 Long Range,19635,4.1,642,Used,1000,64438
2018 Acura MDX 3.5L w/Technology Package,14674,4.6,241,Used,602,40396
2020 Hyundai Elantra SEL,18717,3.6,77,Used,500,17549
2019 Buick Enclave Essence,48001,4.8,1475,Used,791,34992
2019 Chevrolet Traverse LT Leather,45809,4.8,1670,Used,2385,33937
2020 Lexus NX 300 Base,64390,5,4,Used,400,38400
2018 Acura RDX Technology Package,34724,4.8,1114,Used,1000,29898
2020 Land Rover Range Rover Evoque R-Dynamic HSE,36438,4.3,327,Used,1499,53998
2019 Nissan Altima 2.5 SR,28873,3.5,24,Used,1108,23498
2018 Lincoln MKZ Reserve,29475,4.7,1048,Used,2601,34000
2020 Chevrolet Suburban Premier,13989,4.6,1233,Used,101,61199
2019 Mercedes-Benz GLS 450 Base 4MATIC,18345,5,4,Used,1884,57250
2016 Honda Pilot EX-L w/ Navigation,34065,4.4,13,Used,1010,24995
2019 Lexus RX 350 Base,80394,4.7,1462,Used,912,49998
2019 Mercedes-Benz C-Class C 300 4MATIC,22963,4.7,433,Used,450,52750
2019 Chevrolet Colorado WT,13677,4.9,3863,Used,997,17599
2021 Dodge Charger R/T,98360,3.6,7,Used,393,48995
2020 Land Rover Range Rover Evoque S,15100,4.6,240,Used,1433,45991
2019 Honda CR-V EX-L,16606,4.8,175,Honda Certified,2701,33733
2019 Lexus RX 350 350,24598,4.6,177,Used,2612,43998
2019 Mazda CX-5 Grand Touring,37268,4.6,151,Used,1000,28899
2019 Audi S4 3.0T Premium Plus,45841,4.6,166,Used,2002,49000
2019 Lexus RX 350 350,16714,4.9,1074,Used,4045,47998
2019 Lexus GX 460 GX 460 Premium,16831,4.8,906,Used,1034,49389
2021 Honda Pilot EX-L,17523,4.4,2665,Used,1550,41188
2019 Jeep Grand Cherokee Limited,13508,4.2,8,Used,500,36800
2019 Ford Edge Titanium,51661,4.7,633,Ford Certified,400,34995
2019 Audi A8 L 55,17620,4.7,139,Used,3288,63954
2019 Ford F-150 Lariat,24683,4.7,1169,Used,1000,49998
2018 Tesla Model 3 Long Range,17219,4.6,204,Used,1773,59700
2013 Audi A6 2.0T Premium Plus quattro,10076,3.1,12,Used,2200,14995
2018 Lexus RX 350 ,93615,4.6,666,Used,279,40473
2020 Land Rover Range Rover Evoque SE,47259,4.5,174,Used,713,44999
2017 Chevrolet Corvette Z06,26619,4.7,522,Used,100,75900
2019 Honda CR-V EX-L,15125,4.8,3444,Used,500,30950
2021 Hyundai Elantra Limited,43096,4.7,6038,Used,1004,28344
2019 Ford Edge Titanium,15802,4.7,516,Used,656,35299
2020 Land Rover Range Rover Evoque S,12810,4.9,1182,Used,500,40982
2014 Mercedes-Benz E-Class E 350 4MATIC,21313,4.5,85,Used,700,22383
2019 INFINITI QX60 Luxe,53111,4.3,34,Used,1604,29814
2021 Toyota Camry SE,47817,4.4,296,Used,1000,31345
2019 Honda CR-V EX-L,41321,4.8,2127,Honda Certified,4221,32995
2020 Acura MDX 3.5L w/Technology Package,18005,4.8,5525,Used,1610,40299
2021 Tesla Model 3 Long Range,38380,4.7,1447,Used,1155,59470
2021 Hyundai Palisade SEL,17304,3.3,16,Used,544,44998
2020 Mercedes-Benz GLC 300 Base 4MATIC,12965,4.2,29,Mercedes-Benz Certified,329,41990
2021 GMC Sierra 2500 Denali,11090,4.7,900,Used,1000,95950
2020 Mercedes-Benz GLE 350 Base 4MATIC,18335,4.8,1220,Mercedes-Benz Certified,500,58914
2017 Audi Q7 3.0T Premium Plus,35570,3.9,81,Used,211,39991
2019 Volkswagen Atlas 3.6 V6 SEL R-Line,33511,4.8,179,Used,188,38960
2016 Lincoln MKX Reserve,Mileage,4.2,31,Used,272,26640
2020 Toyota RAV4 XLE,57302,4.6,1629,Used,770,31156
2020 Ford Escape Titanium,49381,3.6,56,Used,400,29247
2017 Subaru Impreza 2.0i Premium,59605,4.2,9077,Used,1122,23590
2021 RAM 1500 Laramie,12053,3.7,107,Used,254,51500
2018 Chevrolet Tahoe Premier,17045,4.8,1991,Used,1041,57850
2018 BMW X3 M40i,66718,3.7,29,Used,2000,39989
2021 BMW X3 M40i,57690,4.7,1422,BMW Certified,1000,55977
2019 Honda Pilot Touring 7-Passenger,24000,4.7,311,Used,1000,39990
2018 GMC Sierra 2500 Denali,35528,4.6,489,Used,400,69991
2021 Chevrolet Tahoe RST,31468,4.5,2421,Used,1000,74875
2016 Toyota RAV4 Hybrid Limited,15211,4.6,752,Used,1110,33995
2019 Acura RDX Technology Package,36694,4.5,873,Used,102,35799
2020 Kia Sportage S,38517,4.5,114,Kia Certified,1804,34990
2019 Audi SQ5 3.0T Premium,13639,4.2,5,Used,118,52991
2021 Honda Accord Sport SE,23589,4.6,957,Used,924,34999
2022 Honda Pilot Special Edition,13214,4.7,941,Used,3987,44244
2017 Jeep Grand Cherokee Limited,12585,4.8,925,Used,400,28919
2021 Honda CR-V EX-L,64646,4.9,1448,Used,561,34995
2019 GMC Terrain SLE,14974,4.4,80,Used,1400,28280
2019 Subaru Outback 2.5i Limited,19017,4.4,1008,Used,1000,29587
2020 Acura RDX Technology Package,62757,2.4,13,Used,4397,41998
2018 Lexus RX 350 ,13614,4.8,1715,Used,900,42530
2019 Mercedes-Benz C-Class C 300 4MATIC,11082,4.4,716,Used,925,35974
2019 Mercedes-Benz AMG C 43 Base 4MATIC,17500,5,18,Used,1250,46995
2020 Dodge Durango R/T,35107,4.6,1161,Used,250,43890
2020 Ford Escape SE,49582,4.2,4,Used,594,27998
2019 Land Rover Range Rover 5.0L V8 Supercharged Autobiography,14859,3.4,68,Used,3000,124990
2021 Tesla Model Y Performance,24912,4.6,1489,Used,888,79871
2016 Volkswagen Tiguan S,18779,4.8,695,Used,300,16700
2007 Nissan Xterra SE,97278,1.4,42,Used,500,5999
2010 Audi Q5 3.2 Premium quattro,143369,4.6,0,Used,500,12999
2020 Acura TLX FWD,96000,4.7,3176,Used,408,29800
2021 GMC Yukon Denali,32764,4.8,412,Used,529,84957
2017 Toyota RAV4 Hybrid Limited,18633,4.6,5525,Used,500,28994
2017 Lexus NX 200t Base,48269,4.5,239,Used,300,31936
2019 Honda CR-V EX-L,36128,4.3,1346,Used,472,29500
2021 Toyota 4Runner Limited,56848,4.7,1366,Used,770,52124
2021 Tesla Model 3 Long Range,31589,4.6,416,Used,1001,64994
2014 Mercedes-Benz CLS-Class CLS 550 4MATIC,19360,4.5,140,Used,116,26499
2016 Audi Q5 2.0T Premium Plus,Mileage,3.5,13,Used,1903,28998
2020 Acura MDX 3.5L,55742,4.6,1412,Used,716,43112
2021 Mercedes-Benz GLC 300 Base 4MATIC,17499,4.3,1341,Used,1000,48880
2019 Jeep Grand Cherokee Limited,17064,4.6,1473,Used,102,42595
2019 BMW X3 xDrive30i,13391,4.7,1385,Used,280,39750
2020 Ford F-150 Lariat,19412,4.8,636,Used,1897,45000
2021 Chevrolet Traverse LT Cloth,44791,4.6,2758,Used,500,44985
2020 GMC Terrain Denali,15389,4.6,836,Used,597,39698
2018 Alfa Romeo Stelvio Base,16747,4.9,371,Used,303,26594
2018 Toyota RAV4 Sport,48353,4.6,174,Used,621,28972
2017 Jeep Grand Cherokee Limited,16670,4.8,2948,Used,2474,25995
2019 BMW X5 xDrive40i,78650,4.8,1215,BMW Certified,700,54974
2019 Ford Fusion Energi Titanium,18660,4.5,498,Used,897,31209
2020 Hyundai Kona Ultimate,18720,4.6,612,Used,177,29000
2019 Audi e-tron Prestige,16138,4.6,108,Used,1867,68424
2021 Tesla Model Y Long Range,15163,4.4,1760,Used,3148,70989
2021 Alfa Romeo Stelvio Ti Sport,22694,4.8,6598,Used,456,46632
2019 Jeep Cherokee Limited,18910,4.6,550,Used,300,29778
2020 Kia Telluride SX,19897,4.8,1289,Used,1500,45500
2021 Lamborghini Urus Graphite Capsule,36390,2.7,60,Used,300,389998
2021 Mercedes-Benz C-Class C 300 4MATIC,15870,4.5,428,Mercedes-Benz Certified,2067,43353
2018 BMW X1 xDrive28i,12350,4.7,62,BMW Certified,1000,29998
2021 Toyota RAV4 LE,47479,4.1,613,Used,525,32900
2021 Audi Q3 45 S line Premium,13793,4.6,56,Used,2000,41984
2015 Porsche Macan S,15898,4.8,523,Used,404,40998
2021 GMC Yukon XL Denali,23613,3.3,38,Used,1000,87588
2019 Volvo S60 T5 Momentum,13264,4.8,1240,Volvo Certified,111,29795
2021 BMW X3 M AWD,36491,4.7,339,Used,2170,73128
2018 BMW X2 xDrive28i,12001,4.6,378,Used,2500,33628
2018 Land Rover Range Rover Velar P380 SE R-Dynamic,34532,4.6,36,Used,500,47994
2021 Chevrolet Trailblazer LS,82814,4.3,142,Used,7905,25665
2019 Audi Q8 3.0T Premium,13169,4.9,1945,Used,945,66995
2020 Tesla Model 3 Standard Range Plus,35444,4.8,1140,Used,2000,51900
2017 Chevrolet Tahoe Premier,18401,4.4,44,Used,449,45788
2018 Toyota RAV4 XLE,84884,4.2,548,Used,690,28695
2019 Tesla Model 3 Standard Range Plus,15569,4.9,27885,Used,2100,50999
2019 Jeep Grand Cherokee Limited,30622,4.4,1792,Used,1000,32435
2022 Toyota Camry XSE,20099,4.5,1700,Used,220,41501
2019 Cadillac CTS 2.0L Turbo Luxury,23665,4.9,237,Used,1443,29400
